2061	legal_department_management.ldm_rule_tax_4	The assessed tax must be paid within the period, or the objection is not heard.
568	legal_department_management.ldm_rule_tax_5	Counted from the notification that the objection was rejected.
299	legal_department_management.ldm_doctype_articles	Articles of association
342	legal_department_management.ldm_doctype_capital_deposit	Bank confirmation of the capital deposit
1611	legal_department_management.ldm_doctype_electricity_bill	Paid electricity bill
323	legal_department_management.ldm_doctype_final_accounts	Audited final accounts
898	legal_department_management.ldm_doctype_ga_minutes	General assembly minutes
969	legal_department_management.ldm_doctype_import_licence	Import licence
398	legal_department_management.ldm_doctype_incorporation_certificate	Certificate of incorporation
578	legal_department_management.ldm_doctype_judgment	Court judgment
399	legal_department_management.ldm_doctype_lease	Certified lease contract
1265	legal_department_management.ldm_doctype_md_appointment	Minutes appointing the managing director
2259	legal_department_management.ldm_doctype_national_id	Unified national ID card
1621	legal_department_management.ldm_doctype_passport	Passport
1629	legal_department_management.ldm_doctype_payment_receipt	Payment receipt
1640	legal_department_management.ldm_doctype_photos	Personal photographs
900	legal_department_management.ldm_doctype_poa_general	General power of attorney
1983	legal_department_management.ldm_doctype_poa_special	Special power of attorney
1776	legal_department_management.ldm_doctype_registrar_confirmation	Registrar's confirmation letter
1829	legal_department_management.ldm_doctype_residence_card	Residence card
1830	legal_department_management.ldm_doctype_residency_permit	Residency permit
1871	legal_department_management.ldm_doctype_runner_authorisation	Runner's authorisation letter
1974	legal_department_management.ldm_doctype_ss_clearance	Social security clearance
1976	legal_department_management.ldm_doctype_ss_registration	Social security registration certificate
2042	legal_department_management.ldm_doctype_tax_card	Tax card
2043	legal_department_management.ldm_doctype_tax_clearance	Tax clearance
257	legal_department_management.ldm_doctype_tax_return	Annual tax return
2244	legal_department_management.ldm_doctype_trade_name	Trade name reservation
2297	legal_department_management.ldm_doctype_vehicle_registration	Vehicle registration (annual)
2432	legal_department_management.ldm_doctype_work_permit	Work permit
577	legal_department_management.ldm_expense_category_court_fee	Court fee
786	legal_department_management.ldm_expense_category_execution_fee	Execution fee
805	legal_department_management.ldm_expense_category_expert_deposit	Expert deposit
916	legal_department_management.ldm_expense_category_government_fee	Government fee
1421	legal_department_management.ldm_expense_category_notary_fee	Notary fee
1632	legal_department_management.ldm_expense_category_pension_stamp	Pension fund stamp
1707	legal_department_management.ldm_expense_category_publication	Publication in a newspaper
2251	legal_department_management.ldm_expense_category_transport	Transport
1317	legal_department_management.ldm_legal_holiday_2026_01	New Year's Day
297	legal_department_management.ldm_legal_holiday_2026_02	Army Day
1240	legal_department_management.ldm_legal_holiday_2026_03	Memorial of the regime's crimes (Halabja)
741	legal_department_management.ldm_legal_holiday_2026_04	Eid al-Fitr
1447	legal_department_management.ldm_legal_holiday_2026_05	Nowruz
1061	legal_department_management.ldm_legal_holiday_2026_06	Labour Day
740	legal_department_management.ldm_legal_holiday_2026_07	Eid al-Adha
742	legal_department_management.ldm_legal_holiday_2026_08	Eid al-Ghadir
1019	legal_department_management.ldm_legal_holiday_2026_09	Islamic New Year
300	legal_department_management.ldm_legal_holiday_2026_10	Ashura
1699	legal_department_management.ldm_legal_holiday_2026_11	Prophet's Birthday
648	legal_department_management.ldm_message_hearing_reminder	Dear {client},\nA reminder that the next session in {matter} ({matter_number}) is on {next_date} at {court}. {needed}\n{office}
649	legal_department_management.ldm_message_hearing_result	Dear {client},\nThe session of {date} in {matter} ({matter_number}) at {court} ended as follows: {outcome}.\nThe next session is on {next_date}. {needed}\n{responsible}, {office}
651	legal_department_management.ldm_message_instalment_due	Dear {client},\nUnder our fee agreement, the instalment "{fee}" of {amount} is due on {due_date}.\nThank you.\n{office}
650	legal_department_management.ldm_message_missing_documents	Dear {client},\nTo continue {matter} ({matter_number}) we still need: {documents}.\nPlease send them as soon as you can.\n{responsible}, {office}
652	legal_department_management.ldm_message_statement_ready	Dear {client},\nYour statement of account up to {today} is ready. The balance due is {balance}.\nWe can send you a copy on request.\n{office}
1797	legal_department_management.ldm_message_hearing_reminder	Reminder of your session
1836	legal_department_management.ldm_message_hearing_result	Result of today's session
709	legal_department_management.ldm_message_missing_documents	Documents we still need
2461	legal_department_management.ldm_message_statement_ready	Your statement of account
270	legal_department_management.ldm_template_government	Any transaction at a ministry or department. Choose the body when you open the matter.
218	legal_department_management.ldm_template_administrative	Administrative grievance
451	legal_department_management.ldm_template_civil_lawsuit	Civil lawsuit
494	legal_department_management.ldm_template_commercial_lawsuit	Commercial lawsuit
500	legal_department_management.ldm_template_company_amendment	Company amendment
614	legal_department_management.ldm_template_criminal_complaint	Criminal complaint
787	legal_department_management.ldm_template_execution	Execution file
219	legal_department_management.ldm_template_investigation	Administrative investigation
1063	legal_department_management.ldm_template_labour_case	Labour case
1642	legal_department_management.ldm_template_personal_status	Personal status case
1669	legal_department_management.ldm_template_poa	Power of attorney at the notary
503	legal_department_management.ldm_activity_company_expiry	Company document or obligation
1114	legal_department_management.ldm_activity_deadline	Legal deadline
846	legal_department_management.ldm_activity_fee_agreement	Fees due
832	legal_department_management.ldm_activity_fee_unsigned	Fee agreement to sign
1160	legal_department_management.ldm_activity_guarantee_expiry	Letter of guarantee expiry
1164	legal_department_management.ldm_activity_letter_reply	Letter to answer
1672	legal_department_management.ldm_activity_poa_expiry	Power of attorney expiry
295	legal_department_management.group_ldm_approver	Approves matters before work starts, and signs them off.
1715	legal_department_management.group_ldm_auditor	Reads everything and changes nothing: for an internal auditor, an external reviewer, or an executive who follows the legal work.
1679	legal_department_management.group_ldm_billing_user	Prepares fee agreements, invoices and client statements; reads the money side of every matter.
2444	legal_department_management.group_ldm_clerk	Works the matters assigned to them: counter visits, steps, documents and expenses.
2383	legal_department_management.group_ldm_requests	When on, every employee may submit a request to the legal team and follow its status.
1906	legal_department_management.group_legal_manager	Sees every matter, assigns work, approves, and configures matter types, bodies and settings.
1607	legal_department_management.group_legal_user	Owns matters: hearings, judgments, powers of attorney, letters. Sees the matters and clients assigned to them.
1137	legal_department_management.group_ldm_accounting_links	Legal: expenses posted to accounting
1130	legal_department_management.group_ldm_approvals	Legal: approvals
325	legal_department_management.group_ldm_auditor	Auditor / executive (read only)
1141	legal_department_management.group_ldm_billing	Legal: fees and invoicing
459	legal_department_management.group_ldm_clerk	Clerk / Runner
1131	legal_department_management.group_ldm_client_messages	Legal: client messages
1134	legal_department_management.group_ldm_conflicts	Legal: conflict check
1133	legal_department_management.group_ldm_corporate	Legal: company records
1135	legal_department_management.group_ldm_correspondence	Legal: correspondence register
1142	legal_department_management.group_ldm_government	Legal: government transactions
1151	legal_department_management.group_ldm_hr_team	Legal: staff team from HR
1144	legal_department_management.group_ldm_investigations	Legal: investigations
1150	legal_department_management.group_ldm_requests	Legal: requests from other departments
1146	legal_department_management.group_ldm_see_all	Legal: lawyers see every matter
1136	legal_department_management.group_ldm_terms_department	Legal: department vocabulary
1145	legal_department_management.group_ldm_terms_office	Legal: law office vocabulary
1152	legal_department_management.group_ldm_time	Legal: time tracking
1111	legal_department_management.group_legal_manager	Legal Manager
1113	legal_department_management.res_groups_privilege_ldm_billing	Legal billing
1352	legal_department_management.action_ldm_advance	No cash advances
1750	legal_department_management.action_ldm_advance	Record the cash given to a runner for government fees; settle it against the receipts they bring back.
1391	legal_department_management.action_ldm_agenda	No sessions in the next 14 days
1938	legal_department_management.action_ldm_agenda	Sessions are added on a lawsuit's Sessions tab, or fixed by recording what happened at the previous one.
736	legal_department_management.action_ldm_appeal_rule	Each period says how long there is to challenge a judgment or act on a decision, what starts it, its legal basis and how sure we are of it.
1394	legal_department_management.action_ldm_appeal_rule	No statutory periods
160	legal_department_management.action_ldm_body_directory	A legal manager adds them under Configuration, or loads the Iraqi reference library.
1348	legal_department_management.action_ldm_body_directory	No bodies or courts in the directory
1353	legal_department_management.action_ldm_client_fund	No client money held
2274	legal_department_management.action_ldm_client_fund	Use <b>Receive money</b> when a client hands over money for court fees, experts or deposits; each client's balance stays per currency and never goes below zero.
1390	legal_department_management.action_ldm_company_coverage	No service is tracked for every company
2212	legal_department_management.action_ldm_company_coverage	Tick "Track for every company" on the matter types a legal manager wants followed yearly, such as the tax clearance or the chamber ID renewal.
852	legal_department_management.action_ldm_company_document	File each client's registration certificate, tax clearance, chamber ID and powers of attorney once, with their expiry dates. New matters take them from here, and you are reminded before they expire.
1355	legal_department_management.action_ldm_company_document	No company documents yet
149	legal_department_management.action_ldm_conflict_check	A check runs whenever a matter is opened against someone. Every check is kept here, with its decision.
1357	legal_department_management.action_ldm_conflict_check	No conflict checks yet
1746	legal_department_management.action_ldm_correspondence	Record each letter that arrives or leaves. Registering it gives it the next number of its book for the year; a mistake is voided with a reason, never deleted.
2170	legal_department_management.action_ldm_correspondence	The register is empty
1381	legal_department_management.action_ldm_deadline	No open deadlines
1744	legal_department_management.action_ldm_deadline	Record a judgment on a lawsuit and its challenge periods appear here, counted from the notification date.
1366	legal_department_management.action_ldm_engagement	No fee agreements yet
1755	legal_department_management.action_ldm_engagement	Record what each client pays and when: a lump sum, instalments tied to the case's stages, a success fee or a monthly retainer.
1364	legal_department_management.action_ldm_expense	No expenses recorded
1745	legal_department_management.action_ldm_expense	Record each fee or cost paid on a matter with its receipt number, from the matter's Money tab or here.
209	legal_department_management.action_ldm_expense_category	Add the kinds of fees and costs you pay on matters: court fees, stamps, expert deposits, publication.
1363	legal_department_management.action_ldm_expense_category	No expense categories
1382	legal_department_management.action_ldm_exposure	No open lawsuits
1548	legal_department_management.action_ldm_exposure	Open lawsuits appear here by our role and court stage, with the value of the claims.
1372	legal_department_management.action_ldm_guarantee	No letters of guarantee
1749	legal_department_management.action_ldm_guarantee	Record the bid, performance and advance-payment guarantees: you are reminded 30 days before each one expires, and the letter to the bank is drafted for you.
1359	legal_department_management.action_ldm_hearing_calendar	No court sessions
753	legal_department_management.action_ldm_holiday	Enter the Eid dates when the endowment offices announce them, and any day the Council of Ministers adds. Deadlines that end on a holiday move to the next working day.
1368	legal_department_management.action_ldm_holiday	No holidays entered
1370	legal_department_management.action_ldm_letter_template	No letter templates
2448	legal_department_management.action_ldm_letter_template	Write the letters you send often once, with placeholders such as {client}; every matter can then produce them in one step.
212	legal_department_management.action_ldm_obligation	Add what each client must file every month or year, such as the annual tax return or the chamber ID renewal. The matter opens by itself before the due date.
1388	legal_department_management.action_ldm_obligation	No recurring obligations yet
1384	legal_department_management.action_ldm_opinion_register	No opinion issued yet
1541	legal_department_management.action_ldm_opinion_register	Open a matter of type Legal opinion, write the question and the opinion, and issue it: it gets its number for the year and appears here, searchable by its words.
1386	legal_department_management.action_ldm_poa	No powers of attorney yet
1772	legal_department_management.action_ldm_poa	Register each power of attorney with its number, notary office and expiry date. You will be reminded before it expires, and the matters relying on it are told when it is revoked.
1389	legal_department_management.action_ldm_request	No request is waiting
1825	legal_department_management.action_ldm_request	Requests from other departments arrive here. Take one, then accept it (a matter is opened), return it for completion, or decline it.
305	legal_department_management.action_ldm_request_mine	Ask the legal team
1680	legal_department_management.action_ldm_request_mine	Press <b>New</b>, say what you need, by when, and attach the papers. You can follow the answer here.
774	legal_department_management.action_ldm_task_no_agreement	Every open matter has a signed fee agreement
2424	legal_department_management.action_ldm_task_no_agreement	Without a written agreement the fee is the customary rate and a claim lapses after three years (Advocacy Law Arts. 59 and 65).
163	legal_department_management.action_ldm_task_template	A matter type fills in the steps, the documents to collect and the target date whenever a matter of that type is opened.
1376	legal_department_management.action_ldm_task_template	No matter types yet
203	legal_department_management.action_ldm_time_entry	Add a line for each piece of work: the matter, what was done and how long (1.5 or 1:30), or use the timer on the top bar.
1398	legal_department_management.action_ldm_time_entry	No time recorded
990	legal_department_management.action_ldm_to_invoice	Instalments appear here when they fall due, time once it is approved, and expenses recharged to the client once confirmed.
206	legal_department_management.action_legal_company	Add the companies or people you do legal work for. Each one gets its own file of matters.
1354	legal_department_management.action_legal_company	No clients yet
208	legal_department_management.action_legal_department	Add the government bodies and courts you work with, with their hours, contacts and the services they offer, or load the Iraqi reference library from Settings.
1349	legal_department_management.action_legal_department	No bodies or courts yet
210	legal_department_management.action_legal_ministry	Add the ministries and authorities your bodies belong to, or load the Iraqi reference library from Settings.
1380	legal_department_management.action_legal_ministry	No ministries yet
1378	legal_department_management.action_legal_task	No matters here yet
1558	legal_department_management.action_legal_task	Open the first one with <b>New matter</b>: choose its type and client, and the steps and documents are filled in for you.
1234	legal_department_management.action_legal_task_to_approve	Matters sent for approval appear here.
1432	legal_department_management.action_legal_task_to_approve	Nothing is waiting for approval
138	legal_department_management.report_ldm_engagement	<span> – </span>
139	legal_department_management.report_ldm_engagement	<span>%</span>\n                                        <span>of the amount awarded or collected</span>
801	legal_department_management.report_ldm_engagement	Expenses paid in the client's interest are recharged to the client (Advocacy Law 173 of 1965, Art. 55).\n                            Outside criminal matters the fee may not exceed 20% of the value of the work (Art. 56).
886	legal_department_management.report_ldm_engagement	For the office
1227	legal_department_management.report_ldm_engagement	Matters covered
1631	legal_department_management.report_ldm_engagement	Payment schedule
2077	legal_department_management.report_ldm_engagement	The client withholds the Bar's 5% share of the retainer and remits it to the Iraqi Bar Association (Bar order 3021 of 2021).
2462	legal_department_management.report_ldm_engagement	a month
144	legal_department_management.report_ldm_hearing_roll	<span>sessions</span>\n                        <span> · </span><span>printed on</span>
384	legal_department_management.report_ldm_hearing_roll	Case
1304	legal_department_management.report_ldm_hearing_roll	Needed before
1360	legal_department_management.report_ldm_hearing_roll	No court sessions in this period.
2021	legal_department_management.report_ldm_hearing_roll	Substitution letter needed
113	legal_department_management.report_ldm_letter_document	<b>Copies to:</b>
627	legal_department_management.report_ldm_letter_document	Date:
923	legal_department_management.report_ldm_letter_document	Greetings,
1463	legal_department_management.report_ldm_letter_document	Number:
2017	legal_department_management.report_ldm_letter_document	Subject:
2233	legal_department_management.report_ldm_letter_document	To:
2418	legal_department_management.report_ldm_letter_document	With our regards.
2460	legal_department_management.report_ldm_letter_document	Your letter number
2511	legal_department_management.report_ldm_letter_document	of
404	legal_department_management.report_ldm_monthly_status	Challenges pending ·
483	legal_department_management.report_ldm_monthly_status	Closed in the period
589	legal_department_management.report_ldm_monthly_status	Court sessions and judgments
814	legal_department_management.report_ldm_monthly_status	Expiring before
920	legal_department_management.report_ldm_monthly_status	Government transactions by body
1041	legal_department_management.report_ldm_monthly_status	Judgments by result
1079	legal_department_management.report_ldm_monthly_status	Lawsuits for and against us
1226	legal_department_management.report_ldm_monthly_status	Matters by kind
1367	legal_department_management.report_ldm_monthly_status	No government transactions.
1369	legal_department_management.report_ldm_monthly_status	No judgment in the period.
1379	legal_department_management.report_ldm_monthly_status	No matters.
1385	legal_department_management.report_ldm_monthly_status	No period was missed.
1427	legal_department_management.report_ldm_monthly_status	Nothing expires in the next 60 days.
1552	legal_department_management.report_ldm_monthly_status	Open now
1565	legal_department_management.report_ldm_monthly_status	Opened
1571	legal_department_management.report_ldm_monthly_status	Opened in the period
1622	legal_department_management.report_ldm_monthly_status	Past target
1638	legal_department_management.report_ldm_monthly_status	Periods missed ·
1939	legal_department_management.report_ldm_monthly_status	Sessions held:
1942	legal_department_management.report_ldm_monthly_status	Sessions still planned in the period:
2000	legal_department_management.report_ldm_monthly_status	Status of lawsuits and transactions
2296	legal_department_management.report_ldm_monthly_status	Value of the open claims
2521	legal_department_management.report_ldm_monthly_status	to
290	legal_department_management.report_ldm_opinion_memo_document	Approved by
306	legal_department_management.report_ldm_opinion_memo_document	Asked by
1408	legal_department_management.report_ldm_opinion_memo_document	Not issued yet
1678	legal_department_management.report_ldm_opinion_memo_document	Prepared by
1812	legal_department_management.report_ldm_opinion_memo_document	Replaces
1962	legal_department_management.report_ldm_opinion_memo_document	Signature
1963	legal_department_management.report_ldm_opinion_memo_document	Signature and stamp
2148	legal_department_management.report_ldm_opinion_memo_document	The opinion
2165	legal_department_management.report_ldm_opinion_memo_document	The question
1371	legal_department_management.report_ldm_register_book	No letters in this period.
2181	legal_department_management.report_ldm_register_book	Their number and date
2313	legal_department_management.report_ldm_register_book	Void:
117	legal_department_management.report_ldm_statement	<em>Opening balance</em>
141	legal_department_management.report_ldm_statement	<span>Client money we hold for you:</span>
338	legal_department_management.report_ldm_statement	Balance
340	legal_department_management.report_ldm_statement	Balance due at the end of the period
409	legal_department_management.report_ldm_statement	Charged
1439	legal_department_management.report_ldm_statement	Nothing was invoiced, paid or held for this client in the period.
2240	legal_department_management.report_ldm_statement	Total not invoiced
2241	legal_department_management.report_ldm_statement	Total still to come
140	legal_department_management.report_ldm_substitution	<span>Bar membership no.</span>
142	legal_department_management.report_ldm_substitution	<span>Date:</span>
143	legal_department_management.report_ldm_substitution	<span>To:</span>
1082	legal_department_management.report_ldm_substitution	Lawyer giving the substitution
2197	legal_department_management.report_ldm_substitution	This letter is valid for that session only.
718	legal_department_management.report_legal_company_document	Done or cancelled:
802	legal_department_management.report_legal_company_document	Expenses:
1350	legal_department_management.report_legal_company_document	No body or court
1375	legal_department_management.report_legal_company_document	No matter matches these options.
1551	legal_department_management.report_legal_company_document	Open matters:
1692	legal_department_management.report_legal_company_document	Printed on
2359	legal_department_management.report_legal_company_document	What is open and next
477	legal_department_management.report_legal_general_overview_document	Clients:
1236	legal_department_management.report_legal_general_overview_document	Matters:
1564	legal_department_management.report_legal_general_overview_document	Open:
1623	legal_department_management.report_legal_general_overview_document	Past their target date:
2472	legal_department_management.report_legal_general_overview_document	by
100	legal_department_management.report_legal_task_document	(optional)
314	legal_department_management.report_legal_task_document	At the counter
572	legal_department_management.report_legal_task_document	Counter or office
716	legal_department_management.report_legal_task_document	Done on · receipt
1709	legal_department_management.report_legal_task_document	QR code of the matter
1937	legal_department_management.report_legal_task_document	Sessions and visits
2238	legal_department_management.report_legal_task_document	Total
2377	legal_department_management.report_legal_task_document	What was said
2393	legal_department_management.report_legal_task_document	Where
2406	legal_department_management.report_legal_task_document	Whom we met
2543	legal_department_management.report_legal_task_document	· <span class="o_ldm_r_badge">Urgent</span>
122	legal_department_management.res_config_settings_view_form	<span class="flex-shrink-0 me-2">Foreign company</span>
123	legal_department_management.res_config_settings_view_form	<span class="flex-shrink-0 me-2">Local company</span>
124	legal_department_management.res_config_settings_view_form	<span class="flex-shrink-0 me-2">Remind this many working days before</span>
125	legal_department_management.res_config_settings_view_form	<span class="flex-shrink-0 me-2">Warn before expiry (days)</span>
126	legal_department_management.res_config_settings_view_form	<span class="flex-shrink-0 ms-5 me-2">When a match is found</span>
224	legal_department_management.res_config_settings_view_form	Advanced
434	legal_department_management.res_config_settings_view_form	Choosing sets the switches below. You can still change each switch afterwards.
518	legal_department_management.res_config_settings_view_form	Confidential matters are only ever seen by their team and legal managers.
546	legal_department_management.res_config_settings_view_form	Content
629	legal_department_management.res_config_settings_view_form	Dates and reminders
644	legal_department_management.res_config_settings_view_form	Deadlines that end on a holiday move to the next working day; steps count working days.
737	legal_department_management.res_config_settings_view_form	Each type fills in the steps, the documents to collect and the target date.
844	legal_department_management.res_config_settings_view_form	Fees and billing
999	legal_department_management.res_config_settings_view_form	Investigation committees, recommendations, decisions and compensation.
1129	legal_department_management.res_config_settings_view_form	Legal-adviser retainers
1181	legal_department_management.res_config_settings_view_form	Load the Iraqi reference library
1255	legal_department_management.res_config_settings_view_form	Minimum monthly retainers under the Iraqi Bar's order 3021 of 2021. Check the current amounts.
1258	legal_department_management.res_config_settings_view_form	Ministries, their departments, and the courts.
1465	legal_department_management.res_config_settings_view_form	Numbered incoming and outgoing letters, the register book and reply deadlines.
1799	legal_department_management.res_config_settings_view_form	Reminders
2195	legal_department_management.res_config_settings_view_form	This legal team is
2301	legal_department_management.res_config_settings_view_form	Visibility
2396	legal_department_management.res_config_settings_view_form	Whether the application speaks of group companies, clients, or both.
2430	legal_department_management.res_config_settings_view_form	Words used
2431	legal_department_management.res_config_settings_view_form	Work
960	legal_department_management.res_config_settings_view_form_money	IQD amounts will be rounded to whole dinars from now on. Continue?
1011	legal_department_management.res_config_settings_view_form_money	Iraqi dinar without fils
1955	legal_department_management.res_config_settings_view_form_money	Show IQD in whole dinars
1958	legal_department_management.res_config_settings_view_form_money	Show and round IQD amounts in whole dinars. Possible only before any accounting entry in dinars is posted.
932	legal_department_management.view_ldm_advance_form	Hand over
1947	legal_department_management.view_ldm_advance_form	Settle
2493	legal_department_management.view_ldm_advance_form	e.g. Fees for the tax clearance renewals
1415	legal_department_management.view_ldm_advance_search	Not settled
686	legal_department_management.view_ldm_advance_settle_wizard_form	Discard
2168	legal_department_management.view_ldm_advance_settle_wizard_form	The receipts paid from this advance. Remove any that do not belong to it.
296	legal_department_management.view_ldm_appeal_rule_form	Archived
489	legal_department_management.view_ldm_appeal_rule_form	Code, e.g. CIV-2
2153	legal_department_management.view_ldm_appeal_rule_form	The period
2203	legal_department_management.view_ldm_appeal_rule_form	This period is not yet checked against the law's own text. Confirm it before relying on it at a court.
2394	legal_department_management.view_ldm_appeal_rule_form	Where it applies
2486	legal_department_management.view_ldm_appeal_rule_form	e.g. Appeal of a first-instance judgment
1418	legal_department_management.view_ldm_appeal_rule_search	Not yet verified
1796	legal_department_management.view_ldm_billable_list	Remind the client
843	legal_department_management.view_ldm_billable_search	Fees
1559	legal_department_management.view_ldm_body_directory_form	Open the map
118	legal_department_management.view_ldm_body_directory_kanban	<i class="fa fa-clock-o" title="Opening hours" role="img"/>
120	legal_department_management.view_ldm_body_directory_kanban	<i class="fa fa-phone" title="Phone" role="img"/>
1196	legal_department_management.view_ldm_body_directory_list	Map
1624	legal_department_management.view_ldm_client_fund_list	Pay out
1727	legal_department_management.view_ldm_client_fund_list	Receive money
1614	legal_department_management.view_ldm_client_fund_search	Paid out
108	legal_department_management.view_ldm_client_message_wizard_form	07XX XXX XXXX
1546	legal_department_management.view_ldm_client_message_wizard_form	Open in WhatsApp
1911	legal_department_management.view_ldm_client_message_wizard_form	Send by email
2130	legal_department_management.view_ldm_client_message_wizard_form	The message the client will receive.
2500	legal_department_management.view_ldm_company_document_form	e.g. Tax clearance
2291	legal_department_management.view_ldm_company_document_list	Valid on a date
816	legal_department_management.view_ldm_company_document_search	Expiring or expired
301	legal_department_management.view_ldm_conflict_check_form	Ask a partner to decide
654	legal_department_management.view_ldm_conflict_check_form	Decide
538	legal_department_management.view_ldm_conflict_check_list	Conflicts
2419	legal_department_management.view_ldm_conflict_check_search	With possible conflicts
1053	legal_department_management.view_ldm_conflict_decision_wizard_form	Kept with the check as evidence of the decision.
1751	legal_department_management.view_ldm_conflict_decision_wizard_form	Record the decision
260	legal_department_management.view_ldm_correspondence_form	Answer due
909	legal_department_management.view_ldm_correspondence_form	Given on registration
1177	legal_department_management.view_ldm_correspondence_form	Links
1480	legal_department_management.view_ldm_correspondence_form	One addressee per line
1538	legal_department_management.view_ldm_correspondence_form	Open a matter
1684	legal_department_management.view_ldm_correspondence_form	Print
1765	legal_department_management.view_ldm_correspondence_form	Referral
1770	legal_department_management.view_ldm_correspondence_form	Register
2016	legal_department_management.view_ldm_correspondence_form	Subject of the letter
2447	legal_department_management.view_ldm_correspondence_form	Write the letter, or choose a template.
328	legal_department_management.view_ldm_correspondence_search	Awaiting an answer
1413	legal_department_management.view_ldm_correspondence_search	Not registered
1768	legal_department_management.view_ldm_correspondence_search	Referred to me
880	legal_department_management.view_ldm_correspondence_void_wizard_form	For example: sent to the wrong directorate; replaced by letter 2026/58.
121	legal_department_management.view_ldm_deadline_form	<span class="badge text-bg-danger" invisible="not rule_peremptory">Cannot be extended</span>\n                            <span class="badge text-bg-info" invisible="our_action">Runs for the other side</span>
1199	legal_department_management.view_ldm_deadline_form	Mark as met
1200	legal_department_management.view_ldm_deadline_form	Mark as used
1805	legal_department_management.view_ldm_deadline_form	Reopen
2150	legal_department_management.view_ldm_deadline_form	The other side or the authority acted within the period.
2156	legal_department_management.view_ldm_deadline_form	The period ends on a weekend or public holiday, so the law gives until the next working day (Civil Procedure Law Art. 25(2)). Act by the earlier date.
2204	legal_department_management.view_ldm_deadline_form	This period starts when the judgment or decision is served. Enter the notification date and the dates are counted.
2379	legal_department_management.view_ldm_deadline_form	When
2400	legal_department_management.view_ldm_deadline_form	Who and what
2497	legal_department_management.view_ldm_deadline_form	e.g. Reply to the court's letter
135	legal_department_management.view_ldm_deadline_kanban	<span class="text-muted">Act by</span>
403	legal_department_management.view_ldm_deadline_search	Challenge windows
751	legal_department_management.view_ldm_deadline_search	Ends within 7 days
1599	legal_department_management.view_ldm_deadline_search	Ours to act on
2352	legal_department_management.view_ldm_deadline_search	Week
806	legal_department_management.view_ldm_document_type_search	Expire
420	legal_department_management.view_ldm_document_wizard_form	Choose a template: its text is filled from the matter and can be edited here before the document is created.
604	legal_department_management.view_ldm_document_wizard_form	Create the document
102	legal_department_management.view_ldm_engagement_form	) is
104	legal_department_management.view_ldm_engagement_form	,\n                            but 20% of the value of the matters (
106	legal_department_management.view_ldm_engagement_form	.\n                            Outside criminal matters, Advocacy Law Art. 56 does not allow more. Only a legal manager can activate it, with a reason.
112	legal_department_management.view_ldm_engagement_form	<b>Above the 20% cap.</b>\n                            The fee counted against the cap is
194	legal_department_management.view_ldm_engagement_form	Activate
