2475	الجلسات
2478	المهل
2507	الجلسات
2508	ينضم إلى الفريق
2517	يحل محله في الفريق
2518	الطلبات
2519	الخطوات
2002	المدد القانونية
465	إضبارة الموكّل (اختيار الملفات)
1929	خدمات هذا العام
504	مستمسكات الشركة
532	فحوص التعارض
559	الصادر والوارد
642	المهل
701	أنواع المستمسكات
834	عقود الأتعاب
800	تحليل المصروفات
795	فئات المصروفات
1179	المخاطر المالية للدعاوى
1169	خطابات الضمان
940	رول الجلسات
1706	العطل الرسمية
1162	قوالب الكتب
1279	تقرير موقف الدعاوى والمعاملات الشهري
1762	الالتزامات الدورية
1126	الآراء القانونية
1605	تقرير الإشراف
1676	الوكالات
1822	الطلبات
1296	طلباتي
1946	الإعدادات
1223	تحليل الملفات
659	المبتوت فيها
2423	بلا عقد أتعاب موقّع
1220	أنواع الملفات
2437	أيام العمل والعطل
933	سلّم العمل
1257	الوزارات والهيئات
830	عقد أتعاب
1473	كتاب رسمي
1278	موقف الدعاوى والمعاملات الشهري
1125	مذكرة رأي قانوني
1771	سجل الصادر والوارد
2020	كتاب إنابة
464	إضبارة الموكّل
872	استمارة متابعة
89	'عقد أتعاب - %s' % object.name
91	'رول الجلسات'
93	'كتاب - %s' % (object.number or object.name or '')
94	'موقف الدعاوى والمعاملات الشهري'
92	'رأي قانوني %s' % (object.opinion_number or object.task_number or '')
96	'سجل الصادر والوارد'
97	'كشف حساب - %s' % object.name
98	'كتاب إنابة - %s' % (object.date or '')
88	'إضبارة الموكّل - %s' % (object.name or '')
95	'تقرير الإشراف'
90	'استمارة متابعة - %s' % (object.task_number or object.name or '')
601	أنشئ فاتورة
1198	علّمه مُجاباً
855	احفظ PDF في الملف
2310	ألغِ
1912	أرسل للاعتماد
336	أعِده إلى «جديد»
1828	ألغِ الاعتماد
1855	عدّل الرأي
1132	القانونية: إغلاق المهل المنقضية، وبدء المدد التالية، والإبلاغ عن الفائتة
1147	القانونية: تعليم المستمسكات المنتهية في الملفات
1140	القانونية: أقساط الأتعاب والأتعاب الشهرية
1143	القانونية: في كانون الأول، مطالبة المديرين بإدخال العطل الرسمية للسنة القادمة
1148	القانونية: فتح ملفات للالتزامات الدورية
1139	القانونية: انتهاء الوكالات وخطابات الضمان
1138	القانونية: مهل انتهاء مستمسكات الشركات
1149	القانونية: تذكيرات الجلسات والمهل والخطوات
1894	نسخة ممسوحة من قيد في السجل
946	أدوات مساعدة للتقارير القانونية
386	سلفة
1949	تسوية سلفة
2001	مدة قانونية
471	حركة أمانات الموكّل
1245	رسالة إلى موكّل
1928	الخدمات المنجزة هذا العام لكل موكّل
502	مستمسك شركة
466	خيارات إضبارة الموكّل
536	فحص تعارض المصالح
656	البتّ في فحص تعارض
2311	إلغاء كتاب
576	درجة المحكمة
593	مرحلة التقاضي
914	جهة حكومية أو مديرية أو محكمة
543	شخص الاتصال في جهة حكومية
700	نوع المستمسك
841	سطر جدول الأتعاب
796	فئة المصروف
1663	ترحيل المصروفات إلى الحسابات
1606	خيارات تقرير الإشراف
1157	خطاب ضمان
191	إجراء على خطاب ضمان
1743	تسجيل جلسة
1689	طباعة رول الجلسات
1702	عطلة رسمية
603	إنشاء الفواتير من المستحقات
1161	قالب كتاب
1261	وزارة / هيئة عامة
1761	التزام دوري
1668	وكالة
1861	إلغاء وكالة
702	مستمسك ساري في تاريخ معين
1012	المكتبة المرجعية العراقية
1539	فتح ملف من طلب أو كتاب
1688	طباعة سجل الصادر والوارد
1819	طلب خدمة قانونية
1848	إعادة طلب أو الاعتذار عنه
1916	إرسال النتيجة إلى مقدّم الطلب
481	إغلاق ملف أو إلغاؤه أو رفضه
698	مستمسك مطلوب لملف
798	مصروف على ملف
1620	طرف في ملف
1216	خطوة ملف
1217	نوع الملف
699	مستمسك مطلوب لنوع ملف
1219	خطوة نوع الملف
2216	قيد وقت
1187	تسجيل مراجعة
561	سجل الصادر والوارد
1996	تقرير كشف الحساب
1212	استمارة متابعة الملف
735	كل درجة محكمة موجودة مرة واحدة.
1122	الملفات القانونية
1891	الملف الممسوح
1893	نسخة ممسوحة
854	اسم المرفق
243	المبلغ
2010	المتبقي للتسوية
606	أنشئ في
605	أنشئ بواسطة
618	العملة
620	التاريخ
1724	الوصولات
1613	المدفوع منها
938	يحتوي على رسالة
1090	يمكنه المعالجة
319	عدد المرفقات
873	المتابعون
1242	خطأ في تسليم الرسائل
1452	عدد الأخطاء
1873	خطأ في تسليم الرسائل النصية
1246	الرسائل
1014	متابع
193	إجراء مطلوب
1450	عدد الإجراءات
874	المتابعون (جهات الاتصال)
1708	الغرض
388	المبلغ المُعاد
1984	المصروف
910	سُلّمت إلى
2350	رسائل الموقع الإلكتروني
1066	آخر تحديث في
1065	آخر تحديث بواسطة
221	السلفة
935	المسلَّم
1109	المتبقي للتسوية
382	المصروفات المرشحة
196	نشط
1112	السند القانوني
488	الرمز
1038	الحكم الصادر من
1637	المدة
1044	الأحكام الصادرة من
1289	تُرحَّل عن العطلة
1700	تُقترح من الحكم
279	تنطبق على
1074	القانون
1315	بما لا يتجاوز (أشهر)
1299	الاسم
2182	ثم
1423	ملاحظة
383	مدة حتمية لا تُمدَّد
1153	مقدار المدة
1794	طريق الطعن
1924	التسلسل
1979	المصدر
563	تُحتسب من
1991	تبدأ بنتيجة الجلسة
2261	الوحدة
515	درجة التحقق
791	المصروف
986	القسط
461	الموكّل والعملة
2353	البند
1092	يمكنه المراسلة
682	الوصف
1004	تُصدر الفاتورة باسم
1711	الكمية
1288	الحركة
475	رصيد الموكّل
2414	سبب السماح بنزول الرصيد تحت الصفر
1722	رقم الوصل
739	الأثر على الرصيد
2049	النص
743	البريد الإلكتروني
1064	اللغة
2224	إلى
2378	رقم واتساب
1644	الرقم صالح
1241	الرسالة
2315	رابط واتساب
1327	فعالية التقويم للنشاط التالي
1328	الموعد النهائي للنشاط التالي
200	زخرفة استثناء النشاط
963	الأيقونة
198	الأنشطة
201	حالة النشاط
1329	ملخص النشاط التالي
202	أيقونة نوع النشاط
1330	نوع النشاط التالي
1832	المستخدم المسؤول
215	العنوان
858	المرفقات
339	الرصيد المستحق
405	درجة الغرفة التجارية
407	رقم هوية غرفة التجارة
467	الموكّل
1763	المرجع
1118	الشكل القانوني
359	الجهات
1454	عدد المرفقات
703	خزانة المستمسكات
1985	فريق الموظفين
1453	عدد عقود الأتعاب
372	النشاط التجاري
815	مستمسكات قاربت على الانتهاء
1084	المحامون
721	الإضبارة
469	الأمانات المحفوظة
1256	الوزارات
1291	الموعد النهائي لنشاطي
1303	البطاقة الوطنية
1425	الملاحظات
1940	جلسات خلال 30 يوماً
1194	المدير المفوض
542	جهة الاتصال
1643	الهاتف
197	الوكالات السارية
1778	رقم التسجيل
1975	رقم الضمان الاجتماعي
1457	عدد الملفات
2044	الرقم الضريبي
2211	هذا العام
361	الجهة
731	مستحقة هذا العام
1067	آخر إنجاز في
1073	حالة آخر ملف
1072	آخر ملف
1925	الخدمة
850	المرفق
397	الفئة
811	تنتهي في
1023	صدرت في
819	مهلة الانتهاء
1448	الرقم
2344	الأصل لدينا
2292	الصلاحية
1535	هذه الملفات فقط
1691	اطبع بيانات التسجيل
415	تاريخ الفحص
660	بتّ فيه
662	تاريخ البتّ
664	القرار
1207	التطابقات المكتشفة
2376	ما عُثر عليه
1206	التطابقات
1096	مدير قانوني
879	للموكّل
1656	السياسة
1301	الأسماء المفحوصة
1718	السبب
1905	سبق ظهورها
1215	حالة الملف
414	الفاحص
1767	محال إلى
1154	الكتاب
555	نسخة منه إلى
685	الاتجاه
994	مدة تنفيذ التأشيرة (أيام عمل)
993	موعد تنفيذ التأشيرة
1156	لغة الكتاب
1098	الترقيم
2015	الموضوع
1595	الطرف الآخر
889	من / إلى
1731	تاريخ الورود
992	التأشيرة
1766	أحاله
265	الإجابة خلال (أيام عمل)
266	مُجاب
1816	موعد الجواب
1813	الأجوبة
259	الجواب
1814	جواباً على
2178	تاريخ الجهة المرسلة
2180	رقم الجهة المرسلة
1966	الموقّع
1961	صفة الموقّع
2048	القالب
2411	سبب الإلغاء
2409	لماذا أُلغي؟
677	الدرجة
385	رقم الدعوى
2453	السنة
857	تاريخ إقامة الدعوى
582	المحكمة أو مديرية التنفيذ
788	رقم الإضبارة التنفيذية
789	تاريخ التبليغ بالإخطار التنفيذي
1987	المرحلة
1119	آخر يوم قانونياً
1250	تاريخ الاستيفاء
189	آخر موعد للإجراء
1193	أُبلغ المديرون
1055	النوع
1337	المدد التالية
2345	علينا الإجراء
875	تلي
635	الأيام المتبقية
1287	رُحّلت عن عطلة
1870	القاعدة
1981	السجل المصدر
1980	نموذج المصدر
1167	تُوجَّه الكتب إلى
545	جهات الاتصال
544	الشخص المسؤول عن الاتصال
921	المحافظة
1901	مفتاح البحث
1197	رابط الخريطة
596	المحاكم الأدنى
1260	الوزارة / الهيئة
949	المحكمة الأعلى
2434	تقويم العمل
2286	مدة الجواب المعتادة (أيام عمل)
1460	عدد الخدمات
1926	الخدمات
1573	أوقات الدوام
678	الدائرة
1867	الصفة أو الشباك
633	الأيام
2225	إلى (جهة)
2226	إلى (شخص أو شركة)
231	الأتعاب المتفق عليها
729	المستحق الآن
1005	المفوتر
2011	المتبقي
1896	المجدول
1967	النسخة الموقّعة
343	استقطاع النقابة 5%
109	يسري حد 20%
2295	قيمة الملفات
178	يتجاوز حد 20%
615	ملفات جزائية فقط
829	الأتعاب المقيسة بالحد
110	20% من القيمة
2413	سبب تجاوز حد 20%
501	عملة الشركة
747	النهاية
836	طريقة الأتعاب
952	أجر الساعة
1834	المحامي المسؤول
1895	الجدول
232	العقد
1336	القسط القادم
1898	النطاق والشروط
351	أقل من الحد الأدنى للنقابة
345	الحد الأدنى الشهري للنقابة
1338	فاتورة الأتعاب الشهرية القادمة
1840	فوترة الأتعاب الشهرية
1964	موقّع
1965	العقد الموقّع (نسخة ممسوحة)
1968	اسم مرفق النسخة الموقّعة
1969	تاريخ التوقيع
2024	أتعاب النجاح (%)
752	عقد الأتعاب
233	حالة العقد
1003	سطر الفاتورة
1626	الدفع
726	الاستحقاق
2412	سبب التنازل
793	حساب المصروف
1738	يُحمَّل على الموكّل افتراضياً
1612	دُفع من
1662	رحّل بصفة
989	الأقساط
2408	لماذا يُتنازل عنها؟
944	الرصيد الحالي
942	الرصيد بعد الحركة
911	يصبح سالباً
1015	مدير
2410	سبب السماح بالنزول تحت الصفر
1721	اسم مرفق الوصل
630	التواريخ من
631	التواريخ إلى
1907	الملفات المحددة
929	تجميع حسب الموكّل
1908	ملاحظة التحديد
863	تصفية القائمة
341	المصرف
353	المستفيد
1165	الكتب
813	ينتهي خلال 30 يوماً
1682	المكفول
1635	نسبة من قيمة العقد
1791	تاريخ الإطلاق
551	ملف العقد
724	حرّر مسودة الكتاب
1273	الإجراء
1319	تاريخ الانتهاء الجديد
2265	حتى
888	من
934	ملاحظة التسليم
1324	تلزم وكالة جديدة
1545	المهل القائمة
1653	الجلسات المقررة
1224	الملفات والموكّلون الذين يتولى مسؤوليتهم، وفرقهم
1823	الطلبات المسندة إليه
1554	الخطوات المفتوحة
2361	ما سيُنقل
320	الحضور
321	الحاضر
1868	القاعة
626	تنبيه التاريخ
574	المحكمة
1173	تنبيه الصنف
1264	المحضر
1308	المطلوب قبل الجلسة القادمة
1313	يحتاج إلى كتاب إنابة
1339	الجلسة القادمة
1600	النتيجة
2355	ما جرى
1681	الجلسة السابقة
2019	المحامي المُناب
2022	تنبيه الإنابة
1057	طبيعة الملف
211	أضف هذه المدة
244	المبلغ المحكوم به
1930	الجلسة
908	غيابي
1032	تاريخ الحكم
1594	نتيجة أخرى
1305	المطلوب قبلها
2440	أيام العمل قبلها
1331	تنبيه الموعد القادم
1332	الموعد القادم مطلوب
310	الساعة
1697	صدر بحضورنا
1835	النتيجة
1935	خلاصة الجلسة
1956	إظهار التالي
595	المحاكم
978	تضمين الجلسات المنعقدة
374	التقويم
765	تاريخ تقديري
1523	فقط في
375	قيد التقويم
950	العطلة
1992	تبدأ في
1007	الفواتير
1002	تاريخ الفاتورة
1026	اليومية
1008	الفواتير المطلوب إنشاؤها
621	تاريخ الحكم
864	اكتسب القطعية في
907	صدر في جلسة
1088	يمكن الطعن
1334	المهلة القادمة
2030	الخلاصة
1186	تاريخ التقديم
400	الطعن
2273	الاستخدام
2279	يُستخدم لـ
2390	متى يُستخدم
1451	عدد الدوائر
680	الدوائر
2349	الموقع الإلكتروني
632	اليوم
1069	آخر فترة فُتحت
1068	آخر ملف
1562	افتح الملف قبل هذا العدد من الأيام
1469	الالتزام
1335	تاريخ الاستحقاق القادم
1577	يُفتح في
1806	يتكرر
1576	يفتح ملفاً من نوع
1592	وكلاء آخرون
230	الوكلاء
2289	سارية أمام
1422	دائرة كاتب العدل
1550	الملفات القائمة المستندة إليها
1589	مكان حفظ الأصل
1683	الموكِّل (شخص)
1710	مرجع رمز QR
1859	سبب الإلغاء
1864	تاريخ الإلغاء
1897	النطاق
229	يجوز للوكيل توكيل غيره
1233	الملفات المستندة إليها
1310	مطلوبة في
1716	عدد الجاهز
695	حزمة المستمسكات
2239	العدد الإجمالي
556	النسخة المحفوظة
1195	إلزامي
1478	في ذلك التاريخ
2427	المعالج
2222	العنوان
2374	ما طُلب
365	السجلات
937	يتولاه
1922	تاريخ الإرسال
683	التفاصيل
1094	يمكنه الفرز
1095	من الفريق القانوني
