413	تحقق من مواعيد الأعياد التي يعلنها ديوانا الوقفين ومن أي أيام أضافها مجلس الوزراء، ثم علّمها بأنها مؤكدة.
760	أدخل العطل الرسمية لسنة %s
1703	أُضيفت عطلة رسمية: %s
1704	عُدّلت عطلة رسمية: %s
1705	حُذفت عطلة رسمية: %s
2005	الخطوة %(step)s: موعدها الآن %(new)s (كان %(old)s)
86	%s: لم تعد سارية
159	لا يمكن التبليغ بالحكم قبل صدوره.
190	آخر موعد للإجراء %s
643	أُعيد احتساب مهل الحكم الصادر في %s:
1031	حكم
1184	قدّم طعناً
1373	لم تعد تنطبق على هذا الحكم.
1487	تقديم الطعن من صلاحية المحامي فقط.
1490	تسجيل تاريخ التبليغ بالحكم من صلاحية المحامي فقط.
1498	حذف الحكم من صلاحية المدير القانوني فقط.
2111	اكتسب الحكم الصادر في %(date)s الدرجة القطعية في %(final)s: لم يُقدَّم طعن خلال المدة.
2321	بانتظار تاريخ التبليغ
17	%(lawyer)s، وبالإنابة %(substitute)s
39	من %(start)s إلى %(end)s
42	%s (بالإنابة)
579	المحكمة غير محددة
957	أنا المحامي الموقّع أدناه %(principal)s، بصفتي وكيلاً عن %(client)s،
958	أنا المحامي الموقّع أدناه %(principal)s، وكيل %(client)s بموجب الوكالة المرقمة %(number)s الصادرة عن %(notary)s في %(issued)s،
1399	لم يُكلَّف أحد
1869	القاعة %s
2468	ضد %s
2469	أُنيب %(substitute)s للحضور نيابةً عني في جلسة %(date)s في الدعوى المرقمة %(case)s ضد %(opponent)s، واتخاذ ما تقتضيه تلك الجلسة من إجراءات.
2470	أُنيب %(substitute)s للحضور نيابةً عني في جلسة %(date)s في الدعوى المرقمة %(case)s، واتخاذ ما تقتضيه تلك الجلسة من إجراءات.
48	%s يوم
74	%s شهر
646	المهل بموجب %s
590	جلسات %s
637	مهلة توشك على الانتهاء وما زالت قائمة: %(name)s — %(number)s
1401	لا أحد مكلّف بحضور جلسة %(date)s — %(number)s
0	سُلّم مبلغ %(amount)s إلى %(user)s.
1	ما زال مبلغ %(amount)s غير مسوّى. أضف الوصولات الناقصة أو المبلغ المُعاد.
53	سُلّمت %s مسبقاً.
247	لا يمكن تعديل السلفة بعد تسليمها.
756	أدخل المبلغ المسلَّم.
1294	سُلفي
1508	تسليم السلفة أو تسويتها من صلاحية المدير القانوني أو المحاسبة القانونية فقط.
1513	لا تُسوّى إلا سلفة مسلَّمة.
1514	لا تُحذف إلا سلفة لم تُسلَّم.
1521	لا تُسوّى هذه السلفة إلا بمصروفات دفعها %(user)s بعملة %(currency)s.
1948	سوِّ %s
1951	سُوّيت: صُرف %(spent)s بموجب %(count)s وصل، وأُعيد %(returned)s.
2071	لا يمكن أن يكون المبلغ المُعاد سالباً.
2146	بذمة المكتب %(amount)s لـ%(user)s.
2230	للفوترة
608	إشعار دائن
763	قيد
1000	فاتورة
1630	دفعة مستلمة
1725	استلم دفعة
1995	كشف حساب
2173	تُعدّ المحاسبة القانونية كشف الحساب.
7	%(client)s، المسؤول %(lawyer)s
21	%(matter)s لـ%(client)s، المسؤول %(lawyer)s
150	موكّل لدى فريق آخر، المسؤول %s
151	لا يمكن تعديل فحص التعارض؛ يسجّل المدير القانوني القرار.
152	لا يتغير فحص التعارض بعد البتّ فيه.
162	ملف يتولاه فريق آخر، المسؤول %s
411	فحص %(date)s: %(names)s
416	اختر القرار.
530	بتّ %(user)s في فحص التعارض: %(decision)s. %(reason)s
533	تُحفظ فحوص التعارض دليلاً ولا يمكن حذفها.
534	تُسجَّل فحوص التعارض بتشغيل الفحص، لا بإدخالها يدوياً.
657	قرّر في تعارض محتمل — %s
658	قرّر في فحص التعارض
906	اذكر سبب القرار؛ يُحفظ مع الفحص.
1017	شركة نقدّم لها الاستشارة بأتعاب شهرية
1018	موكّل لدينا
1428	لم يُعثر على شيء.
1496	البتّ في تعارض المصالح المحتمل من صلاحية المدير القانوني فقط.
1659	وُجد تعارض محتمل في المصالح (%s). يجب أن يبتّ فيه المدير القانوني قبل بدء العمل.
1810	حلّ محله فحص أحدث.
2115	طُلب من المديرين القانونيين البتّ.
2147	سياسة المكتب تمنع الملفات التي فيها تعارض. اعتذر عن الملف، أو سجّل أنه ليس تعارضاً إن كان التطابق لشخص آخر.
2187	فحص التعارض هذا مرتبط بملف مسبقاً.
2188	بُتّ في فحص التعارض هذا مسبقاً.
2335	كان في جانب موكّلنا
2336	كان موكّلاً لدينا
2337	كان الطرف الآخر في عقد
2338	كان الخصم
2510	لا أحد
195	فعّله %(user)s بما يتجاوز حد 20%%: %(reason)s
253	لا يمكن حذف قسط مفوتر. ألغِ فاتورته أولاً.
254	لا يمكن تعديل قسط مفوتر. ألغِ فاتورته أولاً.
754	أدخل الأتعاب المتفق عليها في %s قبل تفعيله.
758	أدخل أجر الساعة في %s قبل تفعيله.
761	أدخل نسبة أتعاب النجاح في %s قبل تفعيله.
831	فُعّل عقد الأتعاب.
1316	جديد
1444	مستحق الآن: %(name)s، %(amount)s.
1482	لا يُحذف إلا عقد أتعاب في حالة المسودة. أغلقه بدلاً من ذلك.
1507	إعادة عقد الأتعاب إلى مسودة من صلاحية المدير القانوني فقط.
1841	أتعاب شهرية لـ%s
1842	أتعاب شهرية من %(start)s إلى %(end)s
1883	اذكر سبب تجاوز أتعاب %s نسبة 20%% من القيمة قبل تفعيله.
1884	اذكر سبب التنازل عن الأقساط.
2025	أتعاب النجاح: %(percent)s%% من %(amount)s المستحصلة
2102	أتعاب %(name)s تتجاوز 20%% من قيمة ملفاته (المادة 56 من قانون المحاماة). تفعيله من صلاحية المدير القانوني فقط.
2193	عقد الأتعاب هذا يشمل ملفات. أزله منها أو أغلقه.
2328	تنازل عن الأقساط
2331	تنازل عنها %(user)s: %(lines)s. السبب: %(reason)s
252	لا يمكن حذف مصروف مفوتر. ألغِ الفاتورة أولاً.
1500	حذف المصروف من صلاحية المدير القانوني فقط. صحّح المبلغ بدلاً من ذلك.
1517	لا يُخصم من السلفة إلا مصروف دفعه موظف.
1664	رحّل إلى الحسابات
1667	ترحيل المصروفات يتطلب تفعيل الربط المحاسبي وصلاحيات الفوترة.
2054	سُلّمت السلفة %(advance)s إلى %(user)s، لا إلى الموظف الذي دفع.
2055	لم تُسلَّم السلفة %s بعد.
2056	السلفة %s بعملة أخرى.
2190	هذا المصروف مدرج في فاتورة. ألغِ الفاتورة أولاً لتعديله.
2192	سُوّي هذا المصروف من سلفة ولم يعد قابلاً للتعديل.
6	سيصبح رصيد أمانات %(client)s %(balance)s، أي أقل من الصفر. سجّل المبلغ المستلم أولاً، أو اطلب من المدير القانوني السماح بذلك مع ذكر السبب.
280	استوفِ أتعابنا من الأمانات
468	أمانات الموكلين
491	مُستحصل عبر التنفيذ: %s.
755	أدخل المبلغ رقماً موجباً؛ فنوع الحركة يحدد اتجاهها.
1502	السماح بنزول أمانات الموكّل تحت الصفر من صلاحية المدير القانوني فقط.
1625	ادفع نيابةً عن الموكّل
1726	استلم أمانة من الموكّل
1742	سجّل مبلغاً مستحصلاً عبر التنفيذ
1847	أعد المبلغ إلى الموكّل
2201	هذه الحركة ناتجة عن مصروف دُفع من أمانات الموكّل. عدّل المصروف.
1512	تغيير تقريب العملة من صلاحية مسؤول النظام فقط.
1665	توجد قيود محاسبية مرحّلة بالدينار العراقي، لذا لم يعد بالإمكان تغيير تقريبه.
2051	الدينار العراقي غير متوفر في قاعدة البيانات هذه.
70	الملف %s بانتظار بتّ المدير القانوني في تعارض محتمل في المصالح.
83	اعتُذر عن الملف %s بعد فحص التعارض ولا يمكن بدؤه.
529	فحص تعارض المصالح
586	جلسة %s
902	احصل على توقيع عقد الأتعاب — %s
988	قسط مستحق: %(name)s — %(number)s
2100	عقد أتعاب %s يعود لموكّل آخر.
2249	معاملة: %s
2433	بدأ العمل دون عقد أتعاب موقّع. من دون عقد مكتوب تسقط المطالبة بالأتعاب بعد ثلاث سنوات (المادة 65 من قانون المحاماة).
166	ملف لم يعد بإمكانك فتحه
176	يجب أن يكون الوقت المسجّل أكثر من صفر وألا يتجاوز 24 ساعة.
1006	لا يمكن تعديل الوقت المفوتر.
1520	لا يُحذف إلا الوقت في حالة المسودة.
1542	افتح ملفاً لتشغيل المؤقت عليه.
1881	اذكر ما أُنجز.
2128	يعتمد الوقتَ المحامي المسؤول عن الملف أو المدير القانوني أو المحاسبة القانونية.
2175	المؤقت يعمل على %s. أوقفه أولاً.
2176	المؤقت متوقف.
2208	هذا الوقت معتمد؛ اطلب من معتمِده تعديله.
2218	تسجيل الوقت معطّل.
2275	استخدم «اعتمد» لاعتماد الوقت.
2457	لا يمكنك أن تحذف إلا الوقت الذي سجّلته بنفسك.
482	مغلق
18	%(letter)s مرتبط بـ%(matter)s مسبقاً.
19	%(letter)s مقيّد في السجل، لذا لا يمكن تغيير %(fields)s: فهو مقيّد لدى الطرف الآخر في سجله. ألغِه مع ذكر السبب وقيّد كتاباً جديداً.
52	للكتاب %s رقم في السجل ولا يمكن حذفه. ألغِه مع ذكر السبب: يبقى الرقم في السجل مشطوباً.
56	الكتاب %s مقيّد في السجل مسبقاً.
58	الكتاب %s ملغى مسبقاً.
161	يدخل الكتاب السجل عبر «قيّد» ويخرج منه عبر «ألغِ»: لا يمكن تعديل حالته يدوياً.
192	نفّذ التأشيرة على الكتاب %s
262	أجب على الكتاب %s
267	أجاب عليه %s.
696	أُعدّت الوثيقة: %s
856	أُرفقت النسخة المحفوظة: %s
871	تابع الجواب على الكتاب %s
905	اكتب موضوع الكتاب قبل قيده.
1155	الكتاب %s
1168	كتب %s
1203	عُلّم بأنه مُجاب.
1318	وثيقة جديدة من قالب
1449	الرقم %(number)s مستخدم في سجل %(direction)s لسنة %(year)s.
1511	لا يُحفظ بصيغة PDF إلا كتاب صادر مكتوب.
1524	تُطبع من هنا الكتب الصادرة فقط؛ أما الكتاب الوارد فيُحفظ كما ورد.
1540	افتح ملفاً من هذا الكتاب
1690	اطبع سجل الصادر والوارد
1774	قُيّد برقم %(number)s في %(date)s.
1815	رُدّ
1885	اذكر سبب إلغاء الكتاب.
2085	سجل الصادر والوارد معطّل في الإعدادات، لذا لا تُرقَّم الكتب.
2183	لا يوجد تسلسل ترقيم لكتب %s.
2312	ألغِ الكتاب
2314	ألغاه %(user)s: %(reason)s
2446	اكتب الكتاب أو اختر قالباً قبل طباعته.
65	%s لم يعد سارياً.
303	اطلب التمديد من المصرف
1159	انتهاء خطاب ضمان: %s
1166	الكتب المتعلقة بـ%s
1483	الإجراء على خطاب الضمان من صلاحية المحامي فقط.
1752	سجّل التمديد
1789	أطلق خطاب الضمان
2198	انتهت صلاحية خطاب الضمان هذا في %s.
22	%(matter)s مُعدَّل مسبقاً بـ%(revision)s.
23	صدر %(matter)s مسبقاً بوصفه الرأي %(number)s.
44	%s (تعديل)
61	%s مغلق.
66	%s ليس رأياً قانونياً.
1124	رأي قانوني %s
1516	إصدار الرأي من صلاحية المعتمِد أو المدير القانوني فقط.
1518	لا يُعدَّل بنسخة جديدة إلا رأي صادر. ما دام لم يصدر فعدّله مباشرةً.
1579	أصدر %(user)s الرأي %(number)s.
1580	صدر الرأي %(number)s في %(date)s ولا يمكن تغييره. استخدم «عدّل الرأي» لكتابة نسخة جديدة تحل محله.
1811	حلّ محله الرأي %s.
1858	بدأ التعديل: %s.
2202	لا توجد مذكرة لهذا الرأي بعد: تُرفق عند إصداره.
2451	اكتب السؤال والرأي قبل الإصدار.
57	الوكالة %s ملغاة مسبقاً.
173	تنتهي الوكالة بتاريخ انتهائها أو عبر «ألغِ الوكالة». لا يمكن تعديل حالتها يدوياً.
1232	الملفات المستندة إلى %s
1491	إلغاء الوكالة من صلاحية المحامي فقط.
1671	انتهاء وكالة: %s
1673	وكالة لم تعد سارية — %s
1677	وكالات %s
1862	ألغِ الوكالة
1865	ألغاها %(user)s في %(date)s: %(reason)s
1888	اذكر سبب إلغاء الوكالة.
1892	نسخة ممسوحة من %s
2163	الوكالة التي يستند إليها هذا الملف (%(poa)s) %(what)s. سجّل وكالة سارية قبل الخطوة التالية.
2205	انتهت هذه الوكالة في %s.
2506	انتهت في %s
2522	أُلغيت في %(date)s: %(reason)s
410	استعجل الجواب على الكتاب %s
1158	انتهاء خطاب ضمان — %s
1670	انتهاء وكالة — %s
2551	«{%s}» ليس حقلاً متغيراً يجوز استخدامه في قالب الكتاب. الحقول المتغيرة أسماء بسيطة مثل {client} أو {matter_number}، وقائمتها في تبويب «الحقول المتغيرة» في القالب.
236	جميع الموكّلين
363	الجهة أو المحكمة
370	مقامة علينا
371	مقامة منّا
436	الملفات المختارة
628	التواريخ
1351	لم تُحدَّد الجهة
1412	غير مسجّل
1596	صفة أخرى أو غير محددة
1831	المسؤول
1998	الحالة
2467	ضد
2479	مدعى عليه
2514	أخرى
2515	مدعٍ
64	يطّلع %s على هذا الطلب.
174	ينتقل الطلب عبر «اقبل» أو «أعد» أو «اعتذر» أو «أعد الإرسال»؛ ولا يمكن تعديل حالته أو ملفه أو متوليه يدوياً.
181	اقبل الطلب واعمل على ملفه قبل إرسال النتيجة.
182	اقبل: افتح ملفاً
185	قُبل. فتح الفريق القانوني الملف %s.
513	استُكمل وأُعيد إرساله.
669	اعتذر عن الطلب
672	اعتُذر عنه: %s
1493	قبول الطلب أو إعادته أو الاعتذار عنه من صلاحية محامي الفريق القانوني فقط.
1494	إرسال النتيجة من صلاحية محامي الفريق القانوني فقط.
1510	لا يُعاد إرسال إلا طلب أُعيد إليك.
1533	لا يعيد إرسال الطلب إلا مقدّمه.
1570	فُتح بناءً على طلب %(who)s: %(what)s
1850	أعده إلى مقدّم الطلب
1852	أُعيد للاستكمال: %s
1880	اذكر ما ينقص ليستكمله مقدّم الطلب.
1890	اذكر سبب الاعتذار عن الطلب.
1915	أرسل النتيجة إلى %s
1923	أُرسل إلى الفريق القانوني.
2116	يعمل الفريق القانوني على «%s»: لا يمكن تعديله إلا إذا أعاده إليك.
2118	أرسل إليك الفريق القانوني النتيجة.
2206	هذا الطلب ليس لك.
2456	يمكنك تعديل ما طلبته والتفاصيل والتاريخ والمرفقات. ويحدد الفريق القانوني الباقي.
2546	أُجيب على «%s» مسبقاً.
2052	المكتبة المرجعية العراقية غير متوفرة في هذا الإصدار.
294	معتمِد
324	مدقق (قراءة فقط)
356	المحاسبة القانونية
458	كاتب
460	الموكّل
474	الموكّل أو الشركة
498	الشركة
1081	محامٍ
1121	المدير القانوني
373	حسب الجهة والمحكمة
2357	ما يجري الآن
223	سلفة لم تُسوَّ بعد
287	اعتمد
313	لدى الجهة بعد تجاوز مدة الجواب المعتادة
330	بانتظار الاعتماد
332	بانتظار اعتمادي
531	فحص تعارض بانتظار قرارك
539	تعارضات بانتظار القرار
584	جلسة في %s
591	جلسات هذا الأسبوع
714	أُنجز من «مكتبي»
730	مستحق هذا الأسبوع
776	الجميع
1034	صدر الحكم: متى تم التبليغ به؟
1047	أحكام بانتظار تاريخ تبليغها
1070	لاحقاً
1189	سجّل المراجعة
1238	أنا
1292	مكتبي
1297	فريقي
1361	بلا تاريخ
1429	لا شيء محجوز للأيام السبعة القادمة.
1435	لا شيء يحتاجك اليوم.
1436	لا شيء مخطط: أضف الخطوة التالية
1544	افتح ملفاً جديداً بزر «جديد»، أو تصفّح سجل الملفات.
1549	الملفات القائمة
1604	متأخر
1747	سجّل النتيجة
1757	سجّل ما جرى في الجلسة
1876	احفظ التاريخ
1919	أرسله %s للاعتماد
1941	جلسات الأيام القادمة بلا حضور مكلّف
2135	الأيام السبعة القادمة
2209	هذا الأسبوع
2234	اليوم
2303	راجع %(body)s: %(step)s
2319	بانتظار قرار المعتمِد
2322	بانتظار اعتمادك
2420	لدى الجهة منذ %s يوم عمل
62	الملف %s مغلق: أعد فتحه قبل تعديل خطواته.
2548	«%s» منجزة.
2550	«%s» مفتوحة من جديد.
2	تجيب %(body)s عادةً خلال %(days)s يوم عمل؛ التقديم مخطط في %(date)s
3	تجيب %(body)s عادةً خلال %(days)s يوم عمل؛ قُدّم في %(date)s
11	أُنجز %(done)s من %(total)s
12	%(have)s من %(total)s
14	انعقدت %(held)s من %(total)s
40	%(type)s: %(days)s يوم عمل من الفتح في %(date)s
311	لدى الجهة %(days)s يوم عمل (المعتاد %(target)s)
588	الجلسات
704	المستمسكات
705	مستمسكات ناقصة: %s
732	مستحق خلال 48 ساعة
799	المصروفات
851	أُرفق الملف بـ«%s».
975	في هذه الحالة
1333	الموعد القادم
1358	لا توجد جلسة مقررة في هذه التواريخ.
1417	لم يبدأ بعد.
1431	لا شيء مخطط. أضف خطوة أو جلسة.
1936	الجلسات
2008	الخطوات
2050	ذلك المستمسك ليس ضمن %s.
2065	الجهة
2104	لم يصل المرفق إلى الخادم. أعد المحاولة.
2105	رول الجلسات غير متوفر في هذا الإصدار.
2184	لا يوجد تاريخ مستهدف آخر يمكن اقتراحه لـ%s.
2270	عاجل
227	الأجندة
592	تظهر هنا الجلسات والمراجعات والمهل بمجرد تحديد تواريخها.
636	مهلة
1251	الخاصة بي
1275	الشهر
1400	لا أحد مكلّف بالحضور
1430	لا شيء محجوز خلال الأيام الأربعة عشر القادمة.
1574	جارٍ فتح الأجندة…
1687	اطبع الرول
2057	تعذّر تحميل الأجندة. أعد المحاولة بعد قليل.
2133	الأيام الأربعة عشر القادمة
2252	أعد المحاولة
2302	مراجعة
13	استُلم %(have)s من %(total)s
289	معتمد
480	أغلق المعاينة
516	سري
1182	جارٍ تحميل الملف…
1395	لا خطوات مخططة.
1560	افتح الملف
1820	طلبه
2253	النوع
2293	القيمة
2372	طبيعة العمل المطلوب
164	يحدد نوع الملف المستمسكات التي تطلبها جهته، وتظهر هنا.
204	أضف خطوة
207	أضف الخطوة الأولى، أو اختر نوع ملف يأتي بخطواته.
214	أُضيف إلى مرفقات الملف.
316	أرفق بـ«%s»
317	أترفق «%(file)s» بـ«%(document)s»، أول مستمسك ما زال ناقصاً؟
318	أُرفق بـ«%s».
408	عدّل هذه الخطوة
418	اختر ملفاً
525	مؤكد الصدور
693	قائمة المستمسكات
707	المستمسكات المطلوبة
720	منجزة؛ انقر لإعادة فتحها
725	أفلت الملف هنا
807	منتهي الصلاحية
809	ينتهي %s
1051	احفظه مع مرفقات الملف
1269	ناقص
1362	لا مستمسكات مطلوبة.
1396	لا خطوات بعد.
1409	غير مطلوب
1557	افتح المرفق
1729	مستلَم
1826	مطلوب
1877	احفظ الملف قبل إضافة المرفقات.
1878	احفظ الملف قبل تأشير خطواته.
1972	متجاوَزة
2006	قائمة الخطوات
2032	التقط صورة
2103	تعذّر رفع المرفق.
2213	أشّر لتعليمها منجزة
2228	للإنجاز
2298	مؤكد الصدور
2397	أي مستمسك هذا؟
249	يبتّ المعتمِد قبل بدء العمل.
283	رُفض الاعتماد
293	اعتُمد. يمكن بدء العمل.
309	مسند إلى %s
594	مراحل التقاضي
619	المرحلة الحالية
661	بتّ فيه %s
848	تفاصيل أقل
1120	آخر يوم قانونياً: %s
1202	علّمها منجزة
1283	تفاصيل أكثر
1325	التالي
1397	لا تاريخ مستهدف بعد
1411	لم تُبلغ بعد
1426	لا شيء مؤرخ
1446	الآن: %s
1556	افتح المهلة
1913	أعد الإرسال للاعتماد
1918	أرسله %s
1971	منذ اليوم
2027	التاريخ المستهدف المقترح
2038	حُدّث التاريخ المستهدف.
2199	هذا الملف مغلق.
2276	استخدم هذا التاريخ
2320	بانتظار الاعتماد
241	Alt+Shift+H
1282	إجراءات أخرى
1748	سجّل نتيجة الجلسة
49	متأخر %s يوم
970	بعد %s يوم
2237	غداً
2455	أمس
2258	تراجع
51	%s منجز
76	%s قائم
239	جميع الملفات القائمة
1345	التالي: %s
1377	لا يوجد ملف مرتبط بجهة أو محكمة بعد.
1383	لا ملف قائم لهذا الموكّل.
1536	افتح
1553	افتح ملفاً عبر «ملف جديد لهذا الموكّل».
15	سُجّل %(hours)s على %(matter)s.
762	أدخل الوقت بصيغة 1.5 أو 1:30.
2219	المؤقت
355	قابل للفوترة
687	تجاهل الوقت
1543	افتح ملفاً لتوقيته، أو اختر واحداً:
1585	أو أحد ملفاتك:
1754	سجّل الوقت
1872	يعمل على
1875	احفظ
1988	ابدأ
1990	ابدأ على هذا الملف
2012	أوقف
2013	أوقف وسجّل
2214	الوقت
2375	ما الذي أُنجز
2458	ليست لديك ملفات قائمة.
2491	مثال: صياغة اللائحة الجوابية على الاستئناف
79	%s متأخر
81	%s هذا الأسبوع
82	%s اليوم
199	نشاط
281	اعتماد
292	اعتُمد.
387	السلف
425	اختر التاريخ أولاً.
562	تعذّر التحديث؛ تعرض الشاشة آخر ما كان لديها.
948	إخفاء
1204	عُلّمت منجزة.
1208	ملف
1293	تعذّر تحميل «مكتبي».
1312	يحتاج إلى المدير
1433	لا شيء بانتظارك اليوم
1442	حُفظ تاريخ التبليغ: تُحتسب مدد الطعن منه.
1443	تاريخ التبليغ
1555	افتح الأجندة
1575	جارٍ فتح مكتبك…
1714	قراءة فقط
1900	ابحث بالرقم أو الموكّل أو الجهة…
1953	إظهار
1960	تُعرض أول %s. والباقي في السجل.
2004	خطوة
2172	تعذّر الوصول إلى الخادم أو أبلغ عن خطأ. أعد المحاولة بعد قليل.
