2449	wizards/money_message_wizard.py	Write the message first.
2154	wizards/money_statement_wizard.py	The period ends before it starts.
428	wizards/reg_guarantee_wizard.py	Choose the letter template, or untick “Draft the letter”.
759	wizards/reg_guarantee_wizard.py	Enter the new expiry date the bank gave: it must be after %s.
821	wizards/reg_guarantee_wizard.py	Extended from %(old)s to %(new)s. %(note)s
825	wizards/reg_guarantee_wizard.py	Extension requested from the bank. %s
1792	wizards/reg_guarantee_wizard.py	Released on %(date)s. %(note)s
419	wizards/reg_letter_wizards.py	Choose a template.
423	wizards/reg_request_wizards.py	Choose the client the matter is for.
429	wizards/reg_request_wizards.py	Choose the matter type: it fills in the steps and the documents to collect.
947	wizards/reg_request_wizards.py	Here is the result of your request.
1209	wizards/reg_request_wizards.py	Matter %s opened from this letter.
1522	wizards/reg_request_wizards.py	Only files of the request's matter can be sent.
1569	wizards/reg_request_wizards.py	Opened from letter %s.
2196	wizards/reg_request_wizards.py	This letter already belongs to %s.
8	wizards/ws_handover.py	%(count)s matters changed hands.
9	wizards/ws_handover.py	%(count)s powers of attorney name %(name)s: issue new ones.
45	wizards/ws_handover.py	%s activities
46	wizards/ws_handover.py	%s clients
47	wizards/ws_handover.py	%s court sessions
50	wizards/ws_handover.py	%s deadlines
72	wizards/ws_handover.py	%s matters
78	wizards/ws_handover.py	%s open steps
80	wizards/ws_handover.py	%s requests
431	wizards/ws_handover.py	Choose two different people.
598	wizards/ws_handover.py	Covered by %(taker)s for %(giver)s until %(date)s:
936	wizards/ws_handover.py	Handed over from %(giver)s to %(taker)s:
1437	wizards/ws_handover.py	Nothing to hand over with these choices.
1501	wizards/ws_handover.py	Only a legal manager can hand work over.
2466	wizards/ws_handover.py	activities
2471	wizards/ws_handover.py	becomes responsible
2473	wizards/ws_handover.py	clients
2475	wizards/ws_handover.py	court sessions
2478	wizards/ws_handover.py	deadlines
2507	wizards/ws_handover.py	hearings
2508	wizards/ws_handover.py	joins the team
2517	wizards/ws_handover.py	replaces them on the team
2518	wizards/ws_handover.py	requests
2519	wizards/ws_handover.py	steps
2002	legal_department_management.action_ldm_appeal_rule	Statutory periods
465	legal_department_management.action_ldm_client_file_wizard	Client file (choose matters)
1929	legal_department_management.action_ldm_company_coverage	Services this year
504	legal_department_management.action_ldm_company_document	Company documents
532	legal_department_management.action_ldm_conflict_check	Conflict checks
559	legal_department_management.action_ldm_correspondence	Correspondence
642	legal_department_management.action_ldm_deadline	Deadlines
701	legal_department_management.action_ldm_document_type	Document types
834	legal_department_management.action_ldm_engagement	Fee agreements
800	legal_department_management.action_ldm_expense_analysis	Expenses analysis
795	legal_department_management.action_ldm_expense_category	Expense categories
1179	legal_department_management.action_ldm_exposure	Litigation exposure
1169	legal_department_management.action_ldm_guarantee	Letters of guarantee
940	legal_department_management.action_ldm_hearing_roll_wizard	Hearing roll
1706	legal_department_management.action_ldm_holiday	Public holidays
1162	legal_department_management.action_ldm_letter_template	Letter templates
1279	legal_department_management.action_ldm_monthly_report_wizard	Monthly status report
1762	legal_department_management.action_ldm_obligation	Recurring obligations
1126	legal_department_management.action_ldm_opinion_register	Legal opinions
1605	legal_department_management.action_ldm_oversight_from_matters	Oversight report
1676	legal_department_management.action_ldm_poa	Powers of attorney
1822	legal_department_management.action_ldm_request	Requests
1296	legal_department_management.action_ldm_request_mine	My requests
1946	legal_department_management.action_ldm_settings	Settings
1223	legal_department_management.action_ldm_task_analysis	Matters analysis
659	legal_department_management.action_ldm_task_decided	Decided
2423	legal_department_management.action_ldm_task_no_agreement	Without a signed fee agreement
1220	legal_department_management.action_ldm_task_template	Matter types
2437	legal_department_management.action_ldm_working_calendar	Working days and holidays
933	legal_department_management.action_legal_handover_wizard	Hand over work
1257	legal_department_management.action_legal_ministry	Ministries and authorities
830	legal_department_management.action_report_ldm_engagement	Fee agreement
1473	legal_department_management.action_report_ldm_letter	Official letter
1278	legal_department_management.action_report_ldm_monthly_status	Monthly status of lawsuits and transactions
1125	legal_department_management.action_report_ldm_opinion_memo	Legal opinion memo
1771	legal_department_management.action_report_ldm_register_book	Register book
2020	legal_department_management.action_report_ldm_substitution	Substitution letter
464	legal_department_management.action_report_legal_company	Client file
872	legal_department_management.action_report_legal_task	Follow-up sheet
89	legal_department_management.action_report_ldm_engagement	'Fee agreement - %s' % object.name
91	legal_department_management.action_report_ldm_hearing_roll	'Hearing roll'
93	legal_department_management.action_report_ldm_letter	'Letter - %s' % (object.number or object.name or '')
94	legal_department_management.action_report_ldm_monthly_status	'Monthly status report'
92	legal_department_management.action_report_ldm_opinion_memo	'Legal opinion %s' % (object.opinion_number or object.task_number or '')
96	legal_department_management.action_report_ldm_register_book	'Register book'
97	legal_department_management.action_report_ldm_statement	'Statement - %s' % object.name
98	legal_department_management.action_report_ldm_substitution	'Substitution letter - %s' % (object.date or '')
88	legal_department_management.action_report_legal_company	'Client file - %s' % (object.name or '')
95	legal_department_management.action_report_legal_general_overview	'Oversight report'
90	legal_department_management.action_report_legal_task	'Follow-up sheet - %s' % (object.task_number or object.name or '')
601	legal_department_management.action_server_ldm_company_invoice	Create invoice
1198	legal_department_management.action_server_ldm_letter_answered	Mark as answered
855	legal_department_management.action_server_ldm_letter_file_pdf	File the PDF on the matter
2310	legal_department_management.action_server_ldm_letter_void	Void
1912	legal_department_management.action_server_ldm_request_approval	Send for approval
336	legal_department_management.action_server_ldm_reset	Back to New
1828	legal_department_management.action_server_ldm_reset_approval	Reset approval
1855	legal_department_management.action_server_ldm_revise_opinion	Revise opinion
1132	legal_department_management.ir_cron_ldm_deadlines_ir_actions_server	Legal: close lapsed deadlines, start the next periods, report missed ones
1147	legal_department_management.ir_cron_ldm_document_expiry_ir_actions_server	Legal: mark expired documents on matters
1140	legal_department_management.ir_cron_ldm_fee_schedule_ir_actions_server	Legal: fee instalments and retainers
1143	legal_department_management.ir_cron_ldm_holiday_review_ir_actions_server	Legal: in December, ask the managers to enter next year's public holidays
1148	legal_department_management.ir_cron_ldm_obligations_ir_actions_server	Legal: open matters for recurring obligations
1139	legal_department_management.ir_cron_ldm_register_expiry_ir_actions_server	Legal: expiry of powers of attorney and letters of guarantee
1138	legal_department_management.ir_cron_ldm_vault_deadlines_ir_actions_server	Legal: expiry deadlines for company documents
1149	legal_department_management.ir_cron_legal_task_checker_ir_actions_server	Legal: reminders for sessions, deadlines and steps
1894	legal_department_management.model_ldm_reg_scan_mixin	Scanned copy of a register record
946	legal_department_management.model_ldm_report_mixin	Helpers for the legal reports
386	legal_department_management.model_legal_advance	Cash advance
1949	legal_department_management.model_legal_advance_settle_wizard	Settle a cash advance
2001	legal_department_management.model_legal_appeal_rule	Statutory period
471	legal_department_management.model_legal_client_fund_line	Client money movement
1245	legal_department_management.model_legal_client_message_wizard	Message to a client
1928	legal_department_management.model_legal_company_coverage	Services done this year, per client
502	legal_department_management.model_legal_company_document	Company document
466	legal_department_management.model_legal_company_report_wizard	Client file options
536	legal_department_management.model_legal_conflict_check	Conflict of interest check
656	legal_department_management.model_legal_conflict_decision_wizard	Decide on a conflict check
2311	legal_department_management.model_legal_correspondence_void_wizard	Void a letter
576	legal_department_management.model_legal_court_degree	Court degree
593	legal_department_management.model_legal_court_stage	Court stage
914	legal_department_management.model_legal_department	Government body, directorate or court
543	legal_department_management.model_legal_department_contact	Contact at a government body
700	legal_department_management.model_legal_document_type	Document type
841	legal_department_management.model_legal_engagement_line	Fee schedule line
796	legal_department_management.model_legal_expense_category	Expense category
1663	legal_department_management.model_legal_expense_post_wizard	Post expenses to accounting
1606	legal_department_management.model_legal_general_report_wizard	Oversight report options
1157	legal_department_management.model_legal_guarantee	Letter of guarantee
191	legal_department_management.model_legal_guarantee_wizard	Act on a letter of guarantee
1743	legal_department_management.model_legal_hearing_outcome_wizard	Record a court session
1689	legal_department_management.model_legal_hearing_roll_wizard	Print the hearing roll
1702	legal_department_management.model_legal_holiday	Public holiday
603	legal_department_management.model_legal_invoice_wizard	Create invoices from what is due
1161	legal_department_management.model_legal_letter_template	Letter template
1261	legal_department_management.model_legal_ministry	Ministry / public authority
1761	legal_department_management.model_legal_obligation	Recurring obligation
1668	legal_department_management.model_legal_poa	Power of attorney
1861	legal_department_management.model_legal_poa_revoke_wizard	Revoke a power of attorney
702	legal_department_management.model_legal_readiness_wizard_line	Document valid on a date
1012	legal_department_management.model_legal_reference_library	Iraqi reference library
1539	legal_department_management.model_legal_reg_matter_wizard	Open a matter from a request or a letter
1688	legal_department_management.model_legal_register_book_wizard	Print the correspondence register book
1819	legal_department_management.model_legal_request	Request to the legal team
1848	legal_department_management.model_legal_request_reason_wizard	Return or decline a request
1916	legal_department_management.model_legal_request_result_wizard	Send the result to the requester
481	legal_department_management.model_legal_task_decision_wizard	Close, cancel or reject a matter
698	legal_department_management.model_legal_task_document	Document to collect for a matter
798	legal_department_management.model_legal_task_expense	Expense on a matter
1620	legal_department_management.model_legal_task_party	Party to a matter
1216	legal_department_management.model_legal_task_step	Matter step
1217	legal_department_management.model_legal_task_template	Matter type
699	legal_department_management.model_legal_task_template_document	Document to collect for a matter type
1219	legal_department_management.model_legal_task_template_step	Matter type step
2216	legal_department_management.model_legal_time_entry	Time entry
1187	legal_department_management.model_legal_visit_wizard	Log a counter visit
561	legal_department_management.model_report_legal_department_management_report_ldm_register_book	Correspondence register book
1996	legal_department_management.model_report_legal_department_management_report_ldm_statement	Statement of account report
1212	legal_department_management.model_report_legal_department_management_report_legal_task_template	Matter follow-up sheet
735	legal_department_management.constraint_legal_court_degree_code_uniq	Each court degree exists once.
1122	legal_department_management.field_account_bank_statement_line__ldm_task_ids	Legal matters
1891	legal_department_management.field_ldm_reg_scan_mixin__attachment_id	Scan
1893	legal_department_management.field_ldm_reg_scan_mixin__scan	Scanned copy
854	legal_department_management.field_ldm_reg_scan_mixin__scan_name	File name
243	legal_department_management.field_legal_advance__amount	Amount
2010	legal_department_management.field_legal_advance__balance	Still to account for
606	legal_department_management.field_legal_advance__create_date	Created on
605	legal_department_management.field_legal_advance__create_uid	Created by
618	legal_department_management.field_legal_advance__currency_id	Currency
620	legal_department_management.field_legal_advance__date	Date
1724	legal_department_management.field_legal_advance__expense_count	Receipts
1613	legal_department_management.field_legal_advance__expense_ids	Paid from it
938	legal_department_management.field_legal_advance__has_message	Has Message
1090	legal_department_management.field_legal_advance__ldm_can_handle	Ldm Can Handle
319	legal_department_management.field_legal_advance__message_attachment_count	Attachment Count
873	legal_department_management.field_legal_advance__message_follower_ids	Followers
1242	legal_department_management.field_legal_advance__message_has_error	Message Delivery error
1452	legal_department_management.field_legal_advance__message_has_error_counter	Number of errors
1873	legal_department_management.field_legal_advance__message_has_sms_error	SMS Delivery error
1246	legal_department_management.field_legal_advance__message_ids	Messages
1014	legal_department_management.field_legal_advance__message_is_follower	Is Follower
193	legal_department_management.field_legal_advance__message_needaction	Action Needed
1450	legal_department_management.field_legal_advance__message_needaction_counter	Number of Actions
874	legal_department_management.field_legal_advance__message_partner_ids	Followers (Partners)
1708	legal_department_management.field_legal_advance__name	Purpose
388	legal_department_management.field_legal_advance__returned_amount	Cash returned
1984	legal_department_management.field_legal_advance__spent_amount	Spent
910	legal_department_management.field_legal_advance__user_id	Given to
2350	legal_department_management.field_legal_advance__website_message_ids	Website Messages
1066	legal_department_management.field_legal_advance__write_date	Last Updated on
1065	legal_department_management.field_legal_advance__write_uid	Last Updated by
221	legal_department_management.field_legal_advance_settle_wizard__advance_id	Advance
935	legal_department_management.field_legal_advance_settle_wizard__amount	Handed over
1109	legal_department_management.field_legal_advance_settle_wizard__balance	Left to account for
382	legal_department_management.field_legal_advance_settle_wizard__candidate_ids	Candidate
196	legal_department_management.field_legal_appeal_rule__active	Active
1112	legal_department_management.field_legal_appeal_rule__basis	Legal basis
488	legal_department_management.field_legal_appeal_rule__code	Code
1038	legal_department_management.field_legal_appeal_rule__court_degree	Judgment of
1637	legal_department_management.field_legal_appeal_rule__days	Period
1044	legal_department_management.field_legal_appeal_rule__degree_ids	Judgments of
1289	legal_department_management.field_legal_appeal_rule__extends_on_holiday	Moves off a holiday
1700	legal_department_management.field_legal_appeal_rule__from_judgment	Proposed from a judgment
279	legal_department_management.field_legal_appeal_rule__judgment_presence	Applies to
1074	legal_department_management.field_legal_appeal_rule__law	Law
1315	legal_department_management.field_legal_appeal_rule__max_months	Never later than (months)
1299	legal_department_management.field_legal_appeal_rule__name	Name
2182	legal_department_management.field_legal_appeal_rule__next_rule_id	Then
1423	legal_department_management.field_legal_appeal_rule__note	Note
383	legal_department_management.field_legal_appeal_rule__peremptory	Cannot be extended
1153	legal_department_management.field_legal_appeal_rule__period_label	Length
1794	legal_department_management.field_legal_appeal_rule__remedy	Remedy
1924	legal_department_management.field_legal_appeal_rule__sequence	Sequence
1979	legal_department_management.field_legal_appeal_rule__source_url	Source
563	legal_department_management.field_legal_appeal_rule__start_event	Counted from
1991	legal_department_management.field_legal_appeal_rule__trigger_outcome	Started by the outcome
2261	legal_department_management.field_legal_appeal_rule__unit	Unit
515	legal_department_management.field_legal_appeal_rule__verification	Confidence
791	legal_department_management.field_legal_billable__expense_id	Expense
986	legal_department_management.field_legal_billable__fee_line_id	Instalment
461	legal_department_management.field_legal_billable__group_key	Client and currency
2353	legal_department_management.field_legal_billable__kind	What
1092	legal_department_management.field_legal_billable__ldm_can_message	Ldm Can Message
682	legal_department_management.field_legal_billable__name	Description
1004	legal_department_management.field_legal_billable__partner_id	Invoice to
1711	legal_department_management.field_legal_billable__quantity	Quantity
1288	legal_department_management.field_legal_client_fund_line__kind	Movement
475	legal_department_management.field_legal_client_fund_line__ldm_client_balance	Client's balance
2414	legal_department_management.field_legal_client_fund_line__override_reason	Why the balance may go below zero
1722	legal_department_management.field_legal_client_fund_line__receipt_number	Receipt number
739	legal_department_management.field_legal_client_fund_line__signed_amount	Effect on balance
2049	legal_department_management.field_legal_client_message_wizard__body	Text
743	legal_department_management.field_legal_client_message_wizard__email	Email
1064	legal_department_management.field_legal_client_message_wizard__lang	Language
2224	legal_department_management.field_legal_client_message_wizard__partner_id	To
2378	legal_department_management.field_legal_client_message_wizard__phone	WhatsApp number
1644	legal_department_management.field_legal_client_message_wizard__phone_ok	Phone Ok
1241	legal_department_management.field_legal_client_message_wizard__template_id	Message
2315	legal_department_management.field_legal_client_message_wizard__wa_url	Wa Url
1327	legal_department_management.field_legal_company__activity_calendar_event_id	Next Activity Calendar Event
1328	legal_department_management.field_legal_company__activity_date_deadline	Next Activity Deadline
200	legal_department_management.field_legal_company__activity_exception_decoration	Activity Exception Decoration
963	legal_department_management.field_legal_company__activity_exception_icon	Icon
198	legal_department_management.field_legal_company__activity_ids	Activities
201	legal_department_management.field_legal_company__activity_state	Activity State
1329	legal_department_management.field_legal_company__activity_summary	Next Activity Summary
202	legal_department_management.field_legal_company__activity_type_icon	Activity Type Icon
1330	legal_department_management.field_legal_company__activity_type_id	Next Activity Type
1832	legal_department_management.field_legal_company__activity_user_id	Responsible User
215	legal_department_management.field_legal_company__address	Address
858	legal_department_management.field_legal_company__attachment_ids	Files
339	legal_department_management.field_legal_company__balance_due	Balance due
405	legal_department_management.field_legal_company__chamber_grade	Chamber grade
407	legal_department_management.field_legal_company__chamber_number	Chamber of commerce ID
467	legal_department_management.field_legal_company__client_kind	Client is
1763	legal_department_management.field_legal_company__code	Reference
1118	legal_department_management.field_legal_company__company_type	Legal form
359	legal_department_management.field_legal_company__department_count	Bodies
1454	legal_department_management.field_legal_company__document_count	Number of files
703	legal_department_management.field_legal_company__document_ids	Document vault
1985	legal_department_management.field_legal_company__employee_ids	Staff team
1453	legal_department_management.field_legal_company__engagement_count	Number of fee agreements
372	legal_department_management.field_legal_company__entity_type	Business activity
815	legal_department_management.field_legal_company__expiring_document_count	Expiring documents
1084	legal_department_management.field_legal_company__lawyer_ids	Lawyers
721	legal_department_management.field_legal_company__ldm_dossier	Dossier
469	legal_department_management.field_legal_company__ldm_fund_balance_text	Client money held
1256	legal_department_management.field_legal_company__ministry_count	Ministries
1291	legal_department_management.field_legal_company__my_activity_date_deadline	My Activity Deadline
1303	legal_department_management.field_legal_company__national_id	National ID
1425	legal_department_management.field_legal_company__notes	Notes
1940	legal_department_management.field_legal_company__open_hearing_count	Sessions in 30 days
1194	legal_department_management.field_legal_company__owner_name	Managing director
542	legal_department_management.field_legal_company__partner_id	Contact
1643	legal_department_management.field_legal_company__phone	Phone
197	legal_department_management.field_legal_company__poa_count	Active powers of attorney
1778	legal_department_management.field_legal_company__registration_number	Registration number
1975	legal_department_management.field_legal_company__social_security_number	Social security number
1457	legal_department_management.field_legal_company__task_count	Number of matters
2044	legal_department_management.field_legal_company__tax_number	Tax number
2211	legal_department_management.field_legal_company_coverage__coverage_state	This year
361	legal_department_management.field_legal_company_coverage__department_id	Body
731	legal_department_management.field_legal_company_coverage__is_due	Due this year
1067	legal_department_management.field_legal_company_coverage__last_done_date	Last done on
1073	legal_department_management.field_legal_company_coverage__last_state	Latest matter status
1072	legal_department_management.field_legal_company_coverage__last_task_id	Latest matter
1925	legal_department_management.field_legal_company_coverage__template_id	Service
850	legal_department_management.field_legal_company_document__attachment_id	File
397	legal_department_management.field_legal_company_document__category	Category
811	legal_department_management.field_legal_company_document__date_expiry	Expires on
1023	legal_department_management.field_legal_company_document__date_issued	Issued on
819	legal_department_management.field_legal_company_document__deadline_id	Expiry deadline
1448	legal_department_management.field_legal_company_document__number	Number
2344	legal_department_management.field_legal_company_document__original_held	We hold the original
2292	legal_department_management.field_legal_company_document__validity	Validity
1535	legal_department_management.field_legal_company_report_wizard__filter_task_ids	Only these matters
1691	legal_department_management.field_legal_company_report_wizard__show_company_info	Print the registration details
415	legal_department_management.field_legal_conflict_check__date	Checked on
660	legal_department_management.field_legal_conflict_check__decided_by_id	Decided by
662	legal_department_management.field_legal_conflict_check__decided_on	Decided on
664	legal_department_management.field_legal_conflict_check__decision	Decision
1207	legal_department_management.field_legal_conflict_check__hit_count	Matches found
2376	legal_department_management.field_legal_conflict_check__hit_html	What was found
1206	legal_department_management.field_legal_conflict_check__hits	Matches
1096	legal_department_management.field_legal_conflict_check__ldm_is_manager	Ldm Is Manager
879	legal_department_management.field_legal_conflict_check__legal_company_id	For client
1656	legal_department_management.field_legal_conflict_check__policy	Policy
1301	legal_department_management.field_legal_conflict_check__query	Names checked
1718	legal_department_management.field_legal_conflict_check__reason	Reason
1905	legal_department_management.field_legal_conflict_check__seen_count	Seen before
1215	legal_department_management.field_legal_conflict_check__task_state	Matter status
414	legal_department_management.field_legal_conflict_check__user_id	Checked by
1767	legal_department_management.field_legal_correspondence__assigned_user_id	Referred to
1154	legal_department_management.field_legal_correspondence__body_html	Letter
555	legal_department_management.field_legal_correspondence__cc_lines	Copies to
685	legal_department_management.field_legal_correspondence__direction	Direction
994	legal_department_management.field_legal_correspondence__instruction_days	Instruction due in (working days)
993	legal_department_management.field_legal_correspondence__instruction_due	Instruction due
1156	legal_department_management.field_legal_correspondence__lang	Letter language
1098	legal_department_management.field_legal_correspondence__ldm_numbering	Ldm Numbering
2015	legal_department_management.field_legal_correspondence__name	Subject
1595	legal_department_management.field_legal_correspondence__partner_id	Other party
889	legal_department_management.field_legal_correspondence__party_display	From / to
1731	legal_department_management.field_legal_correspondence__received_date	Received on
992	legal_department_management.field_legal_correspondence__referral_note	Instruction
1766	legal_department_management.field_legal_correspondence__referred_by	Referred by
265	legal_department_management.field_legal_correspondence__reply_days	Answer within (working days)
266	legal_department_management.field_legal_correspondence__reply_done	Answered
1816	legal_department_management.field_legal_correspondence__reply_due_date	Reply due
1813	legal_department_management.field_legal_correspondence__reply_ids	Replies
259	legal_department_management.field_legal_correspondence__reply_state	Answer
1814	legal_department_management.field_legal_correspondence__reply_to_id	Replies to
2178	legal_department_management.field_legal_correspondence__sender_date	Their date
2180	legal_department_management.field_legal_correspondence__sender_ref	Their number
1966	legal_department_management.field_legal_correspondence__signatory_id	Signed by
1961	legal_department_management.field_legal_correspondence__signatory_title	Signatory title
2048	legal_department_management.field_legal_correspondence__template_id	Template
2411	legal_department_management.field_legal_correspondence__void_reason	Why it was voided
2409	legal_department_management.field_legal_correspondence_void_wizard__reason	Why is it void?
677	legal_department_management.field_legal_court_degree__code	Degree
385	legal_department_management.field_legal_court_stage__case_number	Case number
2453	legal_department_management.field_legal_court_stage__case_year	Year
857	legal_department_management.field_legal_court_stage__date_filed	Filed on
582	legal_department_management.field_legal_court_stage__department_id	Court or execution office
788	legal_department_management.field_legal_court_stage__execution_file_number	Execution file number
789	legal_department_management.field_legal_court_stage__notification_date	Execution notice served on
1987	legal_department_management.field_legal_court_stage__stage	Stage
1119	legal_department_management.field_legal_deadline__date_deadline	Legal last day
1250	legal_department_management.field_legal_deadline__date_done	Met on
189	legal_department_management.field_legal_deadline__date_safe	Act by
1193	legal_department_management.field_legal_deadline__escalated	Managers told
1055	legal_department_management.field_legal_deadline__kind	Kind
1337	legal_department_management.field_legal_deadline__next_deadline_ids	Next periods
2345	legal_department_management.field_legal_deadline__our_action	We must act
875	legal_department_management.field_legal_deadline__previous_deadline_id	Follows
635	legal_department_management.field_legal_deadline__remaining_days	Days left
1287	legal_department_management.field_legal_deadline__rolled	Moved off a holiday
1870	legal_department_management.field_legal_deadline__rule_id	Rule
1981	legal_department_management.field_legal_deadline__source_id	Source record
1980	legal_department_management.field_legal_deadline__source_model	Source model
1167	legal_department_management.field_legal_department__addressee_title	Letters are addressed to
545	legal_department_management.field_legal_department__contact_ids	Contacts
544	legal_department_management.field_legal_department__contact_person	Contact person
921	legal_department_management.field_legal_department__governorate	Governorate
1901	legal_department_management.field_legal_department__ldm_search_key	Search key
1197	legal_department_management.field_legal_department__location_url	Map link
596	legal_department_management.field_legal_department__lower_court_ids	Courts below
1260	legal_department_management.field_legal_department__ministry_id	Ministry / authority
949	legal_department_management.field_legal_department__parent_id	Higher court
2434	legal_department_management.field_legal_department__resource_calendar_id	Working calendar
2286	legal_department_management.field_legal_department__target_days	Usual answer time (working days)
1460	legal_department_management.field_legal_department__template_count	Number of services
1926	legal_department_management.field_legal_department__template_ids	Services
1573	legal_department_management.field_legal_department__working_hours	Opening hours
678	legal_department_management.field_legal_department_contact__department_id	Department
1867	legal_department_management.field_legal_department_contact__role	Role or counter
633	legal_department_management.field_legal_document_type__validity_days	Days
2225	legal_department_management.field_legal_document_wizard__department_id	To (body)
2226	legal_department_management.field_legal_document_wizard__partner_id	To (person or company)
231	legal_department_management.field_legal_engagement__amount	Agreed fee
729	legal_department_management.field_legal_engagement__amount_due	Due now
1005	legal_department_management.field_legal_engagement__amount_invoiced	Invoiced
2011	legal_department_management.field_legal_engagement__amount_planned	Still to come
1896	legal_department_management.field_legal_engagement__amount_scheduled	Scheduled
1967	legal_department_management.field_legal_engagement__attachment_id	Signed copy
343	legal_department_management.field_legal_engagement__bar_withholding	Bar 5% withholding
109	legal_department_management.field_legal_engagement__cap_applies	20% cap applies
2295	legal_department_management.field_legal_engagement__cap_base	Value of the matters
178	legal_department_management.field_legal_engagement__cap_exceeded	Above the 20% cap
615	legal_department_management.field_legal_engagement__cap_exempt	Criminal matters only
829	legal_department_management.field_legal_engagement__cap_fee	Fee against the cap
